RFI_ID,Project_ID,RFI_Number,RFI_Title,Discipline,Priority,RFI_Type,Submitted_Date,Required_Response_Date,First_Response_Date,Final_Response_Date,Closed_Date,RFI_Status,Submitted_By_Role,Responsible_Role,Revision_Count,Reopen_Count,Cost_Impact_Flag,Estimated_Cost_Impact,Actual_Cost_Impact,Schedule_Impact_Flag,Estimated_Schedule_Days,Actual_Schedule_Days,Field_Work_Affected,Drawing_Reference_Count,Response_Quality_Rating
RFI-01455,PRJ-039,RFI-0011,Plumbing Missing Information - Area D10,Plumbing,High,Missing Information,2025-02-21,2025-02-25,2025-02-25,2025-02-25,2025-02-27,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-01456,PRJ-039,RFI-0012,Controls Substitution Request - Area D4,Controls,Medium,Substitution Request,2025-03-16,2025-03-26,2025-03-29,2025-03-29,2025-04-01,Closed,Subcontractor,Owner Representative,0,0,Yes,64000,61000,No,0,0,Yes,2,5
RFI-01457,PRJ-039,RFI-0013,Electrical Coordination Conflict - Area B3,Electrical,Medium,Coordination Conflict,2024-05-28,2024-06-09,2024-06-14,2024-06-14,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-01458,PRJ-039,RFI-0014,Structural Missing Information - Area A8,Structural,High,Missing Information,2025-09-17,2025-09-21,2025-09-25,2025-09-25,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-01459,PRJ-039,RFI-0015,Electrical Constructability - Area A10,Electrical,Medium,Constructability,2025-10-03,2025-10-15,2025-10-12,2025-10-12,2025-10-14,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-01460,PRJ-039,RFI-0016,Architectural Coordination Conflict - Area D5,Architectural,Medium,Coordination Conflict,2025-06-14,2025-06-26,2025-06-19,2025-06-19,,Answered,General Contractor,Architect,0,0,No,0,0,No,0,0,No,0,5
RFI-01461,PRJ-039,RFI-0017,General Coordination Conflict - Area C6,General,Low,Coordination Conflict,2024-05-03,2024-05-16,2024-05-09,2024-05-09,,Answered,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,0,4
RFI-01462,PRJ-039,RFI-0018,Structural Code Compliance - Area C5,Structural,Medium,Code Compliance,2025-03-23,2025-04-02,2025-04-03,2025-04-03,2025-04-03,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,6,5
RFI-01463,PRJ-039,RFI-0019,Electrical Design Clarification - Area E7,Electrical,Medium,Design Clarification,2025-08-26,2025-09-04,2025-09-06,2025-09-06,2025-09-06,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,4
RFI-01464,PRJ-039,RFI-0020,Structural Constructability - Area A7,Structural,Low,Constructability,2025-04-02,2025-04-15,2025-04-11,2025-04-11,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-01465,PRJ-039,RFI-0021,Mechanical Coordination Conflict - Area D12,Mechanical,Medium,Coordination Conflict,2024-06-08,2024-06-19,2024-06-27,2024-06-27,2024-06-28,Closed,General Contractor,Engineer,0,1,No,0,0,No,0,0,No,0,5
RFI-01466,PRJ-039,RFI-0022,Structural Design Clarification - Area C7,Structural,Low,Design Clarification,2025-11-25,2025-12-09,2025-11-30,2025-11-30,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-01467,PRJ-039,RFI-0023,Electrical Coordination Conflict - Area E6,Electrical,Medium,Coordination Conflict,2024-11-02,2024-11-12,2024-11-10,2024-11-10,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-01468,PRJ-039,RFI-0024,Mechanical Substitution Request - Area A5,Mechanical,Medium,Substitution Request,2025-03-08,2025-03-19,2025-03-18,2025-03-18,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-01469,PRJ-039,RFI-0025,Electrical Field Condition - Area C12,Electrical,High,Field Condition,2025-04-24,2025-04-30,2025-05-09,2025-05-11,2025-05-15,Closed,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,4,4
RFI-01470,PRJ-039,RFI-0026,Specialty Systems Design Clarification - Area A10,Specialty Systems,Low,Design Clarification,2024-11-12,2024-11-26,2024-11-21,2024-11-21,2024-11-22,Closed,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,1,5
RFI-01471,PRJ-039,RFI-0027,Electrical Substitution Request - Area E11,Electrical,Low,Substitution Request,2025-05-02,2025-05-15,2025-05-15,2025-05-15,2025-05-17,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,4
RFI-01472,PRJ-039,RFI-0028,Electrical Field Condition - Area D2,Electrical,Medium,Field Condition,2025-04-27,2025-05-06,2025-05-06,2025-05-06,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-01473,PRJ-039,RFI-0029,Architectural Field Condition - Area B2,Architectural,Low,Field Condition,2025-06-18,2025-07-01,2025-07-05,2025-07-05,2025-07-07,Closed,Subcontractor,Architect,0,0,Yes,6800,5800,No,0,0,Yes,4,5
RFI-01474,PRJ-039,RFI-0030,Architectural Constructability - Area D9,Architectural,High,Constructability,2025-09-14,2025-09-18,2025-09-19,2025-09-19,,Answered,Subcontractor,Architect,0,0,Yes,73000,80000,Yes,12,14,No,4,3
RFI-01475,PRJ-039,RFI-0031,Architectural Design Clarification - Area E7,Architectural,Medium,Design Clarification,2024-07-22,2024-08-03,2024-07-29,2024-07-29,2024-08-01,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,6,5
RFI-01476,PRJ-039,RFI-0032,Structural Constructability - Area D7,Structural,Medium,Constructability,2024-06-04,2024-06-14,2024-06-19,2024-06-19,,Answered,Subcontractor,Engineer,0,0,Yes,8700,6800,No,0,0,No,1,5
RFI-01477,PRJ-039,RFI-0033,Structural Missing Information - Area E12,Structural,Medium,Missing Information,2024-09-03,2024-09-14,2024-09-19,2024-09-19,2024-09-23,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-01478,PRJ-039,RFI-0034,Mechanical Constructability - Area D10,Mechanical,Medium,Constructability,2025-03-10,2025-03-20,2025-03-26,2025-03-29,2025-03-30,Closed,Construction Manager,Engineer,1,0,No,0,0,No,0,0,No,5,3
RFI-01479,PRJ-039,RFI-0035,Structural Design Clarification - Area E1,Structural,Low,Design Clarification,2024-12-13,2024-12-27,2025-01-10,2025-01-12,2025-01-12,Closed,General Contractor,Engineer,1,1,No,0,0,Yes,1,1,No,2,4
RFI-01480,PRJ-039,RFI-0036,Plumbing Constructability - Area B11,Plumbing,Medium,Constructability,2025-09-29,2025-10-08,2025-10-24,2025-10-26,2025-10-27,Closed,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,3,3
RFI-01481,PRJ-039,RFI-0037,Structural Design Clarification - Area B12,Structural,High,Design Clarification,2025-01-18,2025-01-22,2025-01-30,2025-02-02,2025-02-04,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,2,3
RFI-01482,PRJ-039,RFI-0038,Electrical Substitution Request - Area A2,Electrical,Medium,Substitution Request,2025-05-19,2025-05-28,2025-05-26,2025-05-28,,Answered,Subcontractor,Owner Representative,1,0,No,0,0,No,0,0,No,4,5
RFI-01483,PRJ-039,RFI-0039,Mechanical Constructability - Area C6,Mechanical,Medium,Constructability,2025-05-15,2025-05-24,2025-05-24,2025-05-24,2025-05-28,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-01484,PRJ-039,RFI-0040,Architectural Substitution Request - Area E11,Architectural,High,Substitution Request,2025-01-12,2025-01-17,,,,In Review,Subcontractor,Architect,0,1,No,0,0,No,0,0,No,4,5
RFI-01485,PRJ-040,RFI-0001,Electrical Coordination Conflict - Area A3,Electrical,Medium,Coordination Conflict,2024-03-18,2024-03-30,2024-04-05,2024-04-05,2024-04-05,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-01486,PRJ-040,RFI-0002,General Coordination Conflict - Area B5,General,Medium,Coordination Conflict,2024-09-15,2024-09-25,2024-09-25,2024-09-25,2024-09-25,Closed,Subcontractor,Construction Manager,0,0,No,0,0,Yes,7,6,No,3,5
RFI-01487,PRJ-040,RFI-0003,Electrical Missing Information - Area E12,Electrical,Medium,Missing Information,2024-06-25,2024-07-04,2024-07-06,2024-07-06,2024-07-06,Closed,Subcontractor,Owner Representative,0,0,Yes,10000,12000,No,0,0,Yes,3,5
RFI-01488,PRJ-040,RFI-0004,Specialty Systems Design Clarification - Area D8,Specialty Systems,Medium,Design Clarification,2025-05-16,2025-05-25,2025-06-11,2025-06-14,,Answered,General Contractor,Design Manager,1,0,Yes,16000,12000,No,0,0,No,1,3
RFI-01489,PRJ-040,RFI-0005,Plumbing Code Compliance - Area D5,Plumbing,Medium,Code Compliance,2024-10-05,2024-10-15,2024-10-17,2024-10-19,2024-10-23,Closed,Subcontractor,Engineer,1,0,Yes,17000,22000,No,0,0,Yes,1,5
RFI-01490,PRJ-040,RFI-0006,General Field Condition - Area A3,General,Medium,Field Condition,2024-02-01,2024-02-10,2024-02-25,2024-02-29,2024-03-01,Closed,General Contractor,Construction Manager,1,0,Yes,1000,1400,Yes,4,6,Yes,6,2
RFI-01491,PRJ-040,RFI-0007,Mechanical Design Clarification - Area B1,Mechanical,Critical,Design Clarification,2024-08-25,2024-08-29,2024-09-06,2024-09-06,2024-09-09,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-01492,PRJ-040,RFI-0008,Mechanical Design Clarification - Area E4,Mechanical,Medium,Design Clarification,2025-06-14,2025-06-23,,,,Returned for Clarification,Subcontractor,Engineer,0,0,Yes,22000,23000,No,0,0,Yes,1,5
RFI-01493,PRJ-040,RFI-0009,Mechanical Design Clarification - Area A4,Mechanical,Low,Design Clarification,2024-08-23,2024-09-05,2024-09-18,2024-09-20,,Answered,General Contractor,Engineer,1,0,Yes,7100,5800,No,0,0,No,4,3
RFI-01494,PRJ-040,RFI-0010,Electrical Design Clarification - Area E8,Electrical,Medium,Design Clarification,2025-09-07,2025-09-17,2025-09-20,2025-09-20,2025-09-24,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-01495,PRJ-040,RFI-0011,Specialty Systems Design Clarification - Area E2,Specialty Systems,Medium,Design Clarification,2025-02-26,2025-03-10,2025-03-17,2025-03-17,2025-03-20,Closed,Subcontractor,Design Manager,0,0,No,0,0,No,0,0,No,3,4
RFI-01496,PRJ-040,RFI-0012,Specialty Systems Constructability - Area E4,Specialty Systems,Medium,Constructability,2025-01-11,2025-01-22,2025-01-30,2025-02-01,2025-02-01,Closed,General Contractor,Design Manager,1,0,No,0,0,Yes,3,2,No,3,3
RFI-01497,PRJ-040,RFI-0013,Mechanical Substitution Request - Area E7,Mechanical,Medium,Substitution Request,2025-03-26,2025-04-05,2025-04-17,2025-04-17,,Answered,Subcontractor,Owner Representative,0,0,Yes,24000,22000,No,0,0,Yes,4,5
RFI-01498,PRJ-040,RFI-0014,Electrical Substitution Request - Area A11,Electrical,Medium,Substitution Request,2024-01-28,2024-02-07,2024-02-16,2024-02-16,2024-02-17,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-01499,PRJ-040,RFI-0015,Plumbing Design Clarification - Area B1,Plumbing,Medium,Design Clarification,2024-05-30,2024-06-08,2024-06-13,2024-06-15,2024-06-15,Closed,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,6,4
RFI-01500,PRJ-040,RFI-0016,Electrical Field Condition - Area C7,Electrical,Medium,Field Condition,2025-10-18,2025-10-30,2025-11-10,,,Open,Subcontractor,Engineer,0,0,Yes,43000,50000,Yes,20,22,Yes,2,5
RFI-01501,PRJ-040,RFI-0017,Electrical Field Condition - Area C11,Electrical,Medium,Field Condition,2025-07-08,2025-07-18,2025-07-20,2025-07-24,2025-07-26,Closed,General Contractor,Owner Representative,1,0,No,0,0,No,0,0,No,2,3
RFI-01502,PRJ-040,RFI-0018,Plumbing Coordination Conflict - Area E2,Plumbing,Medium,Coordination Conflict,2025-04-24,2025-05-05,2025-05-07,2025-05-07,,Answered,Subcontractor,Owner Representative,0,0,Yes,74000,80000,Yes,10,13,No,5,5
RFI-01503,PRJ-040,RFI-0019,Architectural Coordination Conflict - Area D12,Architectural,Medium,Coordination Conflict,2024-01-27,2024-02-08,2024-02-09,2024-02-09,2024-02-13,Closed,General Contractor,Architect,0,0,No,0,0,Yes,2,1,No,2,5
RFI-01504,PRJ-040,RFI-0020,Plumbing Coordination Conflict - Area E6,Plumbing,High,Coordination Conflict,2024-08-11,2024-08-16,2024-09-04,2024-09-08,2024-09-12,Closed,Subcontractor,Engineer,2,0,Yes,177000,141000,Yes,11,15,Yes,0,2
RFI-01505,PRJ-040,RFI-0021,Structural Design Clarification - Area E6,Structural,High,Design Clarification,2025-06-22,2025-06-26,2025-07-05,2025-07-08,2025-07-09,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,5,2
RFI-01506,PRJ-040,RFI-0022,Electrical Design Clarification - Area D11,Electrical,Low,Design Clarification,2024-08-23,2024-09-05,2024-09-12,2024-09-13,,Answered,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,3,3
RFI-01507,PRJ-040,RFI-0023,Architectural Design Clarification - Area B4,Architectural,Medium,Design Clarification,2025-08-21,2025-08-31,2025-08-30,2025-09-03,2025-09-04,Closed,General Contractor,Architect,1,1,No,0,0,No,0,0,No,4,5
RFI-01508,PRJ-040,RFI-0024,General Substitution Request - Area D6,General,Low,Substitution Request,2024-01-15,2024-01-30,2024-01-30,2024-02-02,2024-02-06,Closed,Subcontractor,Owner Representative,1,0,No,0,0,No,0,0,No,6,4
RFI-01509,PRJ-040,RFI-0025,Plumbing Constructability - Area E11,Plumbing,Medium,Constructability,2025-04-18,2025-04-28,2025-05-08,2025-05-08,,Answered,Construction Manager,Owner Representative,0,0,No,0,0,No,0,0,No,5,4
RFI-01510,PRJ-040,RFI-0026,Controls Substitution Request - Area D11,Controls,Medium,Substitution Request,2024-08-17,2024-08-29,2024-08-28,2024-08-28,2024-08-30,Closed,General Contractor,Engineer,0,0,Yes,20000,27000,No,0,0,Yes,4,4
RFI-01511,PRJ-040,RFI-0027,Electrical Coordination Conflict - Area E6,Electrical,Medium,Coordination Conflict,2024-08-14,2024-08-25,2024-09-06,2024-09-08,2024-09-11,Closed,Subcontractor,Owner Representative,1,0,Yes,2400,3400,No,0,0,No,2,4
RFI-01512,PRJ-040,RFI-0028,Architectural Design Clarification - Area E7,Architectural,High,Design Clarification,2024-11-16,2024-11-23,2024-11-30,2024-11-30,2024-12-01,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,5,4
RFI-01513,PRJ-040,RFI-0029,Structural Missing Information - Area E12,Structural,Medium,Missing Information,2024-12-20,2024-12-29,2025-01-06,2025-01-06,2025-01-06,Closed,Subcontractor,Engineer,0,0,Yes,12000,8700,No,0,0,Yes,1,5
RFI-01514,PRJ-040,RFI-0030,Fire Protection Missing Information - Area E12,Fire Protection,High,Missing Information,2025-12-11,2025-12-15,2025-12-22,2025-12-24,2025-12-26,Closed,Construction Manager,Engineer,1,0,No,0,0,No,0,0,No,1,4
RFI-01515,PRJ-040,RFI-0031,Architectural Field Condition - Area C4,Architectural,Medium,Field Condition,2025-05-25,2025-06-05,2025-06-06,2025-06-06,2025-06-10,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,4,4
RFI-01516,PRJ-040,RFI-0032,Architectural Coordination Conflict - Area B6,Architectural,Low,Coordination Conflict,2025-07-10,2025-07-25,2025-08-04,2025-08-04,,Answered,Construction Manager,Architect,0,0,No,0,0,No,0,0,No,4,3
RFI-01517,PRJ-040,RFI-0033,Architectural Missing Information - Area A1,Architectural,Medium,Missing Information,2025-04-05,2025-04-15,2025-04-20,,,In Review,Construction Manager,Architect,1,0,Yes,8700,7400,No,0,0,No,2,3
RFI-01518,PRJ-040,RFI-0034,Civil Substitution Request - Area E5,Civil,Medium,Substitution Request,2024-09-19,2024-09-30,2024-10-02,2024-10-02,,Answered,Construction Manager,Owner Representative,0,0,No,0,0,No,0,0,No,2,5
RFI-01519,PRJ-040,RFI-0035,Plumbing Coordination Conflict - Area C1,Plumbing,High,Coordination Conflict,2024-07-08,2024-07-15,2024-07-18,2024-07-18,,Answered,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-01520,PRJ-040,RFI-0036,Architectural Coordination Conflict - Area E1,Architectural,Medium,Coordination Conflict,2024-03-16,2024-03-27,2024-03-29,2024-03-29,2024-03-31,Closed,Subcontractor,Owner Representative,0,0,No,0,0,No,0,0,No,1,5
RFI-01521,PRJ-040,RFI-0037,Electrical Coordination Conflict - Area B4,Electrical,High,Coordination Conflict,2024-02-11,2024-02-17,2024-02-17,2024-02-17,2024-02-20,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-01522,PRJ-040,RFI-0038,Architectural Field Condition - Area A11,Architectural,Medium,Field Condition,2024-03-28,2024-04-09,2024-04-15,2024-04-15,,Answered,General Contractor,Architect,0,1,No,0,0,No,0,0,No,1,5
RFI-01523,PRJ-040,RFI-0039,Plumbing Substitution Request - Area E11,Plumbing,Medium,Substitution Request,2024-01-20,2024-02-01,2024-01-31,2024-02-02,2024-02-02,Closed,Construction Manager,Engineer,1,0,No,0,0,Yes,1,1,No,3,5
RFI-01524,PRJ-040,RFI-0040,Mechanical Field Condition - Area E11,Mechanical,Medium,Field Condition,2024-10-15,2024-10-27,2024-11-03,2024-11-03,2024-11-07,Closed,General Contractor,Engineer,0,0,Yes,29000,34000,No,0,0,No,0,4
RFI-01525,PRJ-040,RFI-0041,General Missing Information - Area E2,General,Medium,Missing Information,2025-12-18,2025-12-30,,,,Returned for Clarification,Subcontractor,Construction Manager,1,0,No,0,0,No,0,0,No,3,5
RFI-01526,PRJ-040,RFI-0042,Architectural Coordination Conflict - Area A4,Architectural,Critical,Coordination Conflict,2025-03-25,2025-03-27,2025-04-03,2025-04-03,2025-04-06,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,4,3
RFI-01527,PRJ-040,RFI-0043,Controls Code Compliance - Area E2,Controls,Low,Code Compliance,2025-05-31,2025-06-13,2025-06-12,,,Awaiting Designer,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,1,4
RFI-01528,PRJ-040,RFI-0044,General Design Clarification - Area A11,General,Low,Design Clarification,2025-09-22,2025-10-08,2025-10-07,2025-10-09,2025-10-10,Closed,Subcontractor,Construction Manager,1,0,No,0,0,Yes,3,3,Yes,4,4
RFI-01529,PRJ-040,RFI-0045,Architectural Design Clarification - Area C9,Architectural,High,Design Clarification,2025-03-13,2025-03-20,2025-04-14,2025-04-14,2025-04-15,Closed,Construction Manager,Architect,0,0,Yes,44000,51000,No,0,0,No,5,3
RFI-01530,PRJ-040,RFI-0046,Specialty Systems Design Clarification - Area E11,Specialty Systems,Medium,Design Clarification,2024-07-31,2024-08-11,2024-08-29,2024-08-29,2024-09-01,Closed,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,2,4
RFI-01531,PRJ-040,RFI-0047,General Coordination Conflict - Area D1,General,Medium,Coordination Conflict,2024-11-09,2024-11-20,2024-11-28,2024-11-29,2024-12-02,Closed,Construction Manager,Construction Manager,1,0,No,0,0,No,0,0,No,6,4
RFI-01532,PRJ-040,RFI-0048,Structural Coordination Conflict - Area B9,Structural,Medium,Coordination Conflict,2024-07-10,2024-07-20,,,,In Review,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-01533,PRJ-040,RFI-0049,Electrical Constructability - Area A5,Electrical,Low,Constructability,2025-04-03,2025-04-19,2025-04-23,2025-04-24,2025-04-27,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,0,5
RFI-01534,PRJ-040,RFI-0050,Mechanical Substitution Request - Area C7,Mechanical,Medium,Substitution Request,2025-05-03,2025-05-15,2025-05-14,2025-05-14,2025-05-14,Closed,Subcontractor,Engineer,0,0,Yes,21000,20000,No,0,0,No,0,5
RFI-01535,PRJ-040,RFI-0051,Electrical Design Clarification - Area D7,Electrical,Medium,Design Clarification,2025-05-15,2025-05-25,,,,Awaiting Designer,Construction Manager,Engineer,1,0,Yes,39000,50000,No,0,0,Yes,3,2
RFI-01536,PRJ-041,RFI-0001,Civil Design Clarification - Area A8,Civil,Medium,Design Clarification,2022-06-10,2022-06-21,2022-06-14,2022-06-14,2022-06-18,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-01537,PRJ-041,RFI-0002,Controls Field Condition - Area A5,Controls,Medium,Field Condition,2022-07-19,2022-07-31,2022-07-25,2022-07-25,2022-07-28,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-01538,PRJ-041,RFI-0003,Electrical Coordination Conflict - Area C4,Electrical,High,Coordination Conflict,2022-06-03,2022-06-08,2022-06-13,2022-06-13,,Answered,General Contractor,Engineer,0,0,Yes,35000,48000,No,0,0,Yes,5,5
RFI-01539,PRJ-041,RFI-0004,Architectural Design Clarification - Area C8,Architectural,High,Design Clarification,2022-07-26,2022-07-30,2022-08-01,2022-08-01,,Answered,General Contractor,Architect,0,0,No,0,0,No,0,0,No,5,5
RFI-01540,PRJ-041,RFI-0005,Plumbing Design Clarification - Area D3,Plumbing,Low,Design Clarification,2022-07-03,2022-07-16,2022-07-07,2022-07-07,2022-07-11,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-01541,PRJ-041,RFI-0006,Fire Protection Coordination Conflict - Area B11,Fire Protection,Low,Coordination Conflict,2022-02-19,2022-03-06,2022-02-23,2022-02-23,2022-02-24,Closed,Subcontractor,Engineer,0,0,No,0,0,Yes,3,4,No,5,4
RFI-01542,PRJ-041,RFI-0007,General Design Clarification - Area E6,General,Medium,Design Clarification,2022-11-12,2022-11-24,2022-11-15,2022-11-15,2022-11-16,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,0,5
RFI-01543,PRJ-041,RFI-0008,Controls Design Clarification - Area C12,Controls,Medium,Design Clarification,2022-12-17,2022-12-29,2022-12-22,2022-12-22,2022-12-23,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-01544,PRJ-041,RFI-0009,Mechanical Design Clarification - Area A10,Mechanical,High,Design Clarification,2022-05-31,2022-06-07,2022-06-10,2022-06-13,2022-06-13,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,5,4
RFI-01545,PRJ-041,RFI-0010,Specialty Systems Constructability - Area D4,Specialty Systems,Low,Constructability,2022-12-31,2023-01-15,2023-01-05,2023-01-05,2023-01-07,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,4,5
RFI-01546,PRJ-041,RFI-0011,Electrical Coordination Conflict - Area E1,Electrical,Medium,Coordination Conflict,2022-07-06,2022-07-17,2022-07-13,2022-07-13,2022-07-14,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-01547,PRJ-041,RFI-0012,Fire Protection Design Clarification - Area E4,Fire Protection,Medium,Design Clarification,2022-07-22,2022-08-02,2022-08-04,2022-08-04,2022-08-04,Closed,Subcontractor,Engineer,0,1,No,0,0,No,0,0,No,0,4
RFI-01548,PRJ-041,RFI-0013,General Coordination Conflict - Area E10,General,Medium,Coordination Conflict,2022-07-21,2022-07-30,2022-07-23,2022-07-23,2022-07-23,Closed,Construction Manager,Construction Manager,0,0,No,0,0,No,0,0,No,0,5
RFI-01549,PRJ-041,RFI-0014,Plumbing Constructability - Area C6,Plumbing,High,Constructability,2022-02-24,2022-03-03,2022-02-27,2022-02-27,,Answered,Construction Manager,Engineer,0,0,Yes,155000,217000,No,0,0,Yes,1,4
RFI-01550,PRJ-041,RFI-0015,Electrical Constructability - Area E2,Electrical,Low,Constructability,2022-12-01,2022-12-15,2022-12-14,2022-12-14,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-01551,PRJ-041,RFI-0016,Plumbing Field Condition - Area E12,Plumbing,High,Field Condition,2022-09-19,2022-09-24,2022-09-24,2022-09-27,,Answered,Construction Manager,Owner Representative,1,0,Yes,37000,32000,No,0,0,No,2,4
RFI-01552,PRJ-041,RFI-0017,Electrical Substitution Request - Area E4,Electrical,Medium,Substitution Request,2022-12-13,2022-12-25,2022-12-20,2022-12-20,2022-12-23,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-01553,PRJ-041,RFI-0018,Civil Missing Information - Area E4,Civil,Low,Missing Information,2023-01-07,2023-01-23,2023-01-18,2023-01-18,,Answered,Subcontractor,Engineer,0,1,No,0,0,No,0,0,No,3,5
RFI-01554,PRJ-041,RFI-0019,General Code Compliance - Area C5,General,Medium,Code Compliance,2022-03-17,2022-03-29,,,,In Review,General Contractor,Construction Manager,0,0,No,0,0,No,0,0,No,6,5
RFI-01555,PRJ-041,RFI-0020,Specialty Systems Substitution Request - Area A3,Specialty Systems,Medium,Substitution Request,2022-10-18,2022-10-29,2022-10-20,2022-10-20,2022-10-20,Closed,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,0,5
RFI-01556,PRJ-041,RFI-0021,Electrical Missing Information - Area D6,Electrical,Medium,Missing Information,2022-04-10,2022-04-20,2022-04-18,2022-04-18,2022-04-22,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-01557,PRJ-041,RFI-0022,Structural Missing Information - Area B2,Structural,High,Missing Information,2023-01-24,2023-01-28,2023-01-29,2023-01-29,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-01558,PRJ-041,RFI-0023,Plumbing Constructability - Area B6,Plumbing,Medium,Constructability,2022-07-31,2022-08-12,2022-08-07,2022-08-07,,Answered,General Contractor,Engineer,0,0,No,0,0,Yes,8,7,Yes,0,5
RFI-01559,PRJ-041,RFI-0024,Mechanical Constructability - Area A1,Mechanical,Low,Constructability,2023-01-29,2023-02-12,2023-02-07,2023-02-07,2023-02-09,Closed,Subcontractor,Engineer,0,0,No,0,0,Yes,2,2,No,6,5
RFI-01560,PRJ-041,RFI-0025,Mechanical Constructability - Area B3,Mechanical,High,Constructability,2022-04-09,2022-04-16,2022-04-19,2022-04-22,2022-04-25,Closed,Subcontractor,Owner Representative,1,0,No,0,0,No,0,0,No,3,4
RFI-01561,PRJ-041,RFI-0026,General Coordination Conflict - Area B10,General,Medium,Coordination Conflict,2023-01-13,2023-01-22,2023-01-16,2023-01-19,2023-01-22,Closed,Subcontractor,Construction Manager,1,0,No,0,0,No,0,0,No,5,4
RFI-01562,PRJ-041,RFI-0027,Plumbing Coordination Conflict - Area B2,Plumbing,Medium,Coordination Conflict,2022-11-28,2022-12-09,2022-12-02,,,Open,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,4,4
RFI-01563,PRJ-041,RFI-0028,Civil Design Clarification - Area B5,Civil,Medium,Design Clarification,2022-03-28,2022-04-06,2022-04-07,2022-04-10,2022-04-14,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,2,5
RFI-01564,PRJ-042,RFI-0001,Structural Design Clarification - Area A7,Structural,Medium,Design Clarification,2023-06-29,2023-07-09,2023-07-09,2023-07-12,2023-07-15,Closed,Subcontractor,Engineer,1,0,Yes,33000,34000,No,0,0,Yes,0,5
RFI-01565,PRJ-042,RFI-0002,Architectural Design Clarification - Area C9,Architectural,Low,Design Clarification,2023-02-21,2023-03-06,2023-03-18,2023-03-18,2023-03-19,Closed,Subcontractor,Architect,0,0,Yes,9800,13000,No,0,0,Yes,3,3
