Link_ID,Project_ID,RFI_ID,Change_Order_ID,Link_Type,Link_Confidence,Relationship_Date,Relationship_Notes_Category
LNK-00518,PRJ-016,RFI-00578,CO-00189,Related Scope,Low,2024-06-10,Design clarification led to scope change
LNK-00519,PRJ-089,RFI-03268,CO-01095,Supporting Documentation,High,2024-11-23,Field condition documented by RFI
LNK-00520,PRJ-025,RFI-00932,CO-00334,Direct Cause,Medium,2024-03-14,Design clarification led to scope change
LNK-00521,PRJ-002,RFI-00090,CO-00017,Direct Cause,Medium,2024-06-04,Pricing support
LNK-00522,PRJ-086,RFI-03161,CO-01064,Direct Cause,High,2024-08-02,Field condition documented by RFI
LNK-00523,PRJ-020,RFI-00754,CO-00254,Direct Cause,High,2023-11-22,Design clarification led to scope change
LNK-00524,PRJ-004,RFI-00129,CO-00053,Supporting Documentation,Medium,2025-10-24,Pricing support
LNK-00525,PRJ-001,RFI-00021,CO-00008,Direct Cause,Medium,2025-02-08,Design clarification led to scope change
LNK-00526,PRJ-009,RFI-00322,CO-00106,Direct Cause,High,2023-04-01,Schedule support
LNK-00527,PRJ-039,RFI-01450,CO-00489,Direct Cause,High,2025-06-02,Field condition documented by RFI
LNK-00528,PRJ-062,RFI-02283,CO-00774,Related Scope,Medium,2024-01-07,Design clarification led to scope change
LNK-00529,PRJ-080,RFI-02986,CO-00987,Direct Cause,Medium,2022-08-12,Related coordination issue
LNK-00530,PRJ-046,RFI-01717,CO-00581,Related Scope,Medium,2024-04-15,Pricing support
LNK-00531,PRJ-012,RFI-00406,CO-00140,Supporting Documentation,Medium,2024-11-27,Design clarification led to scope change
LNK-00532,PRJ-012,RFI-00413,CO-00141,Direct Cause,High,2024-09-18,Field condition documented by RFI
LNK-00533,PRJ-072,RFI-02599,CO-00889,Supporting Documentation,Medium,2024-12-13,Related coordination issue
LNK-00534,PRJ-075,RFI-02761,CO-00920,Supporting Documentation,Medium,2025-11-24,Pricing support
LNK-00535,PRJ-058,RFI-02161,CO-00743,Supporting Documentation,Medium,2024-02-16,Related coordination issue
LNK-00536,PRJ-083,RFI-03101,CO-01031,Supporting Documentation,Medium,2023-12-21,Related coordination issue
LNK-00537,PRJ-048,RFI-01789,CO-00597,Supporting Documentation,Low,2024-09-02,Related coordination issue
LNK-00538,PRJ-008,RFI-00298,CO-00087,Direct Cause,High,2023-06-28,Schedule support
LNK-00539,PRJ-017,RFI-00601,CO-00199,Supporting Documentation,Medium,2023-11-06,Related coordination issue
LNK-00540,PRJ-014,RFI-00502,CO-00167,Supporting Documentation,Medium,2025-06-01,Design clarification led to scope change
LNK-00541,PRJ-044,RFI-01630,CO-00557,Related Scope,High,2023-12-03,Related coordination issue
LNK-00542,PRJ-089,RFI-03268,CO-01098,Supporting Documentation,Medium,2025-03-15,Related coordination issue
LNK-00543,PRJ-050,RFI-01872,CO-00632,Direct Cause,Medium,2025-11-17,Field condition documented by RFI
LNK-00544,PRJ-048,RFI-01810,CO-00596,Direct Cause,High,2024-03-17,Field condition documented by RFI
LNK-00545,PRJ-028,RFI-01046,CO-00363,Related Scope,Medium,2022-11-06,Pricing support
LNK-00546,PRJ-001,RFI-00013,CO-00015,Direct Cause,High,2024-08-30,Pricing support
LNK-00547,PRJ-032,RFI-01227,CO-00411,Direct Cause,Medium,2024-02-18,Pricing support
LNK-00548,PRJ-048,RFI-01772,CO-00615,Direct Cause,Medium,2023-01-08,Schedule support
LNK-00549,PRJ-043,RFI-01626,CO-00552,Direct Cause,Medium,2023-08-22,Field condition documented by RFI
LNK-00550,PRJ-078,RFI-02906,CO-00962,Direct Cause,Medium,2024-02-06,Field condition documented by RFI
LNK-00551,PRJ-073,RFI-02698,CO-00897,Direct Cause,Medium,2023-07-20,Field condition documented by RFI
LNK-00552,PRJ-041,RFI-01558,CO-00517,Direct Cause,Medium,2022-10-07,Design clarification led to scope change
LNK-00553,PRJ-062,RFI-02272,CO-00778,Supporting Documentation,High,2023-12-08,Field condition documented by RFI
LNK-00554,PRJ-064,RFI-02340,CO-00799,Supporting Documentation,Medium,2023-01-23,Field condition documented by RFI
LNK-00555,PRJ-029,RFI-01093,CO-00380,Potential Relationship,High,2023-02-28,Design clarification led to scope change
LNK-00556,PRJ-001,RFI-00021,CO-00005,Supporting Documentation,Medium,2024-10-29,Design clarification led to scope change
LNK-00557,PRJ-069,RFI-02530,CO-00843,Related Scope,Low,2022-08-30,Related coordination issue
LNK-00558,PRJ-049,RFI-01832,CO-00630,Supporting Documentation,Medium,2024-08-12,Pricing support
LNK-00559,PRJ-028,RFI-01053,CO-00362,Related Scope,Medium,2023-02-06,Design clarification led to scope change
LNK-00560,PRJ-021,RFI-00795,CO-00273,Direct Cause,High,2023-12-22,Field condition documented by RFI
LNK-00561,PRJ-013,RFI-00463,CO-00156,Potential Relationship,Medium,2022-08-31,Schedule support
LNK-00562,PRJ-002,RFI-00059,CO-00029,Direct Cause,High,2023-04-21,Related coordination issue
LNK-00563,PRJ-090,RFI-03286,CO-01116,Supporting Documentation,High,2025-05-20,Field condition documented by RFI
LNK-00564,PRJ-036,RFI-01344,CO-00456,Direct Cause,High,2024-08-02,Pricing support
LNK-00565,PRJ-072,RFI-02631,CO-00888,Related Scope,Medium,2024-03-15,Related coordination issue
LNK-00566,PRJ-027,RFI-00995,CO-00353,Direct Cause,Low,2022-02-26,Design clarification led to scope change
LNK-00567,PRJ-043,RFI-01598,CO-00533,Supporting Documentation,High,2024-01-26,Design clarification led to scope change
LNK-00568,PRJ-022,RFI-00817,CO-00286,Direct Cause,Medium,2022-02-08,Field condition documented by RFI
LNK-00569,PRJ-073,RFI-02662,CO-00895,Supporting Documentation,High,2022-08-17,Field condition documented by RFI
LNK-00570,PRJ-035,RFI-01330,CO-00450,Direct Cause,Medium,2024-09-27,Design clarification led to scope change
LNK-00571,PRJ-073,RFI-02668,CO-00900,Supporting Documentation,High,2023-04-28,Pricing support
LNK-00572,PRJ-005,RFI-00173,CO-00056,Related Scope,Medium,2025-07-01,Design clarification led to scope change
LNK-00573,PRJ-083,RFI-03094,CO-01029,Related Scope,Medium,2023-11-28,Design clarification led to scope change
LNK-00574,PRJ-048,RFI-01789,CO-00599,Direct Cause,Low,2024-11-11,Pricing support
LNK-00575,PRJ-003,RFI-00115,CO-00035,Direct Cause,High,2023-08-01,Design clarification led to scope change
LNK-00576,PRJ-041,RFI-01549,CO-00510,Direct Cause,Medium,2022-04-05,Design clarification led to scope change
LNK-00577,PRJ-036,RFI-01349,CO-00457,Supporting Documentation,Medium,2025-03-17,Related coordination issue
LNK-00578,PRJ-028,RFI-01063,CO-00366,Supporting Documentation,Medium,2022-04-04,Design clarification led to scope change
LNK-00579,PRJ-003,RFI-00108,CO-00035,Supporting Documentation,High,2023-08-01,Related coordination issue
LNK-00580,PRJ-012,RFI-00431,CO-00150,Supporting Documentation,Medium,2025-10-15,Pricing support
LNK-00581,PRJ-073,RFI-02698,CO-00896,Supporting Documentation,High,2023-07-20,Schedule support
LNK-00582,PRJ-075,RFI-02739,CO-00914,Direct Cause,Medium,2025-12-30,Pricing support
LNK-00583,PRJ-049,RFI-01828,CO-00622,Supporting Documentation,Medium,2024-09-23,Field condition documented by RFI
LNK-00584,PRJ-024,RFI-00911,CO-00313,Supporting Documentation,Medium,2024-05-08,Pricing support
LNK-00585,PRJ-053,RFI-01992,CO-00685,Supporting Documentation,Low,2022-10-25,Design clarification led to scope change
LNK-00586,PRJ-044,RFI-01635,CO-00554,Direct Cause,High,2024-07-31,Design clarification led to scope change
LNK-00587,PRJ-086,RFI-03188,CO-01057,Supporting Documentation,High,2024-02-18,Design clarification led to scope change
LNK-00588,PRJ-048,RFI-01776,CO-00603,Direct Cause,Medium,2023-04-13,Field condition documented by RFI
LNK-00589,PRJ-014,RFI-00495,CO-00169,Supporting Documentation,High,2025-02-25,Design clarification led to scope change
LNK-00590,PRJ-052,RFI-01961,CO-00669,Related Scope,Medium,2025-08-03,Schedule support
LNK-00591,PRJ-043,RFI-01609,CO-00551,Direct Cause,Medium,2025-02-28,Design clarification led to scope change
LNK-00592,PRJ-041,RFI-01538,CO-00520,Supporting Documentation,High,2022-06-03,Field condition documented by RFI
LNK-00593,PRJ-012,RFI-00408,CO-00149,Direct Cause,High,2025-04-10,Pricing support
LNK-00594,PRJ-061,RFI-02263,CO-00760,Direct Cause,Medium,2023-08-28,Related coordination issue
LNK-00595,PRJ-041,RFI-01558,CO-00520,Related Scope,Medium,2022-07-31,Related coordination issue
LNK-00596,PRJ-073,RFI-02677,CO-00900,Supporting Documentation,High,2023-04-11,Design clarification led to scope change
LNK-00597,PRJ-014,RFI-00506,CO-00170,Direct Cause,Medium,2024-12-31,Pricing support
LNK-00598,PRJ-072,RFI-02647,CO-00888,Related Scope,Medium,2024-03-15,Schedule support
LNK-00599,PRJ-017,RFI-00642,CO-00215,Related Scope,Medium,2023-08-26,Pricing support
LNK-00600,PRJ-075,RFI-02742,CO-00928,Supporting Documentation,Medium,2024-07-21,Field condition documented by RFI
LNK-00601,PRJ-090,RFI-03285,CO-01120,Supporting Documentation,Low,2025-09-29,Design clarification led to scope change
LNK-00602,PRJ-075,RFI-02764,CO-00917,Direct Cause,High,2025-04-03,Related coordination issue
LNK-00603,PRJ-088,RFI-03237,CO-01079,Direct Cause,High,2025-03-10,Schedule support
LNK-00604,PRJ-025,RFI-00935,CO-00322,Direct Cause,Low,2024-05-16,Field condition documented by RFI
LNK-00605,PRJ-003,RFI-00098,CO-00041,Supporting Documentation,Medium,2023-06-11,Pricing support
LNK-00606,PRJ-030,RFI-01147,CO-00391,Direct Cause,High,2023-09-19,Pricing support
LNK-00607,PRJ-046,RFI-01723,CO-00581,Supporting Documentation,High,2024-05-19,Field condition documented by RFI
LNK-00608,PRJ-075,RFI-02750,CO-00917,Potential Relationship,High,2025-04-03,Pricing support
LNK-00609,PRJ-039,RFI-01451,CO-00496,Supporting Documentation,Medium,2025-12-10,Design clarification led to scope change
LNK-00610,PRJ-053,RFI-01987,CO-00689,Supporting Documentation,Medium,2022-09-27,Field condition documented by RFI
LNK-00611,PRJ-005,RFI-00154,CO-00055,Supporting Documentation,High,2024-06-22,Pricing support
LNK-00612,PRJ-071,RFI-02576,CO-00875,Direct Cause,Medium,2023-01-07,Field condition documented by RFI
LNK-00613,PRJ-056,RFI-02089,CO-00712,Supporting Documentation,Medium,2023-12-03,Design clarification led to scope change
LNK-00614,PRJ-027,RFI-99999,CO-00342,Related Scope,High,2022-04-12,Field condition documented by RFI
LNK-00615,PRJ-037,RFI-01420,CO-00470,Direct Cause,Medium,2024-08-12,Design clarification led to scope change
LNK-00616,PRJ-057,RFI-02131,CO-00726,Direct Cause,Medium,2024-09-06,Field condition documented by RFI
LNK-00617,PRJ-039,RFI-01450,CO-00495,Supporting Documentation,Medium,2025-06-02,Pricing support
LNK-00618,PRJ-039,RFI-01476,CO-00495,Potential Relationship,Medium,2024-07-05,Schedule support
LNK-00619,PRJ-061,RFI-02238,CO-00766,Direct Cause,High,2023-10-28,Design clarification led to scope change
LNK-00620,PRJ-077,RFI-02827,CO-00957,Direct Cause,High,2023-07-05,Design clarification led to scope change
LNK-00621,PRJ-080,RFI-02992,CO-00993,Direct Cause,Medium,2022-09-23,Field condition documented by RFI
LNK-00622,PRJ-032,RFI-01209,CO-00415,Direct Cause,Medium,2024-05-24,Design clarification led to scope change
LNK-00623,PRJ-024,RFI-00911,CO-00315,Supporting Documentation,High,2024-05-08,Pricing support
LNK-00624,PRJ-055,RFI-02057,CO-00706,Direct Cause,Medium,2022-08-06,Related coordination issue
LNK-00625,PRJ-069,RFI-02507,CO-00846,Supporting Documentation,Medium,2022-04-07,Pricing support
LNK-00626,PRJ-081,RFI-03031,CO-01003,Related Scope,Medium,2025-02-08,Field condition documented by RFI
LNK-00627,PRJ-014,RFI-00502,CO-00164,Direct Cause,Medium,2024-02-15,Field condition documented by RFI
LNK-00628,PRJ-023,RFI-00892,CO-00301,Related Scope,Medium,2024-02-11,Related coordination issue
LNK-00629,PRJ-063,RFI-02322,CO-00788,Direct Cause,Medium,2025-03-22,Schedule support
LNK-00630,PRJ-006,RFI-00208,CO-00073,Supporting Documentation,High,2024-05-19,Design clarification led to scope change
LNK-00631,PRJ-001,RFI-00013,CO-00006,Direct Cause,High,2024-08-30,Design clarification led to scope change
LNK-00632,PRJ-078,RFI-02915,CO-00962,Related Scope,High,2024-02-06,Field condition documented by RFI
LNK-00633,PRJ-067,RFI-02440,CO-00834,Related Scope,Medium,2023-03-06,Pricing support
LNK-00634,PRJ-060,RFI-02231,CO-00753,Direct Cause,Medium,2023-04-17,Design clarification led to scope change
LNK-00635,PRJ-045,RFI-01665,CO-00571,Supporting Documentation,Low,2024-06-18,Field condition documented by RFI
LNK-00636,PRJ-075,RFI-02761,CO-00917,Direct Cause,Low,2025-04-03,Schedule support
LNK-00637,PRJ-067,RFI-02434,CO-00832,Direct Cause,Medium,2022-08-11,Design clarification led to scope change
LNK-00638,PRJ-064,RFI-02368,CO-00790,Related Scope,High,2024-07-23,Design clarification led to scope change
LNK-00639,PRJ-062,RFI-02280,CO-00769,Potential Relationship,Medium,2023-11-22,Field condition documented by RFI
LNK-00640,PRJ-053,RFI-01992,CO-00686,Supporting Documentation,Medium,2022-10-25,Pricing support
LNK-00641,PRJ-042,RFI-01593,CO-00531,Supporting Documentation,Medium,2023-05-24,Field condition documented by RFI
LNK-00642,PRJ-034,RFI-01282,CO-00438,Supporting Documentation,Medium,2025-07-24,Field condition documented by RFI
LNK-00643,PRJ-062,RFI-02277,CO-00771,Supporting Documentation,Low,2023-08-18,Design clarification led to scope change
LNK-00644,PRJ-074,RFI-02716,CO-00909,Direct Cause,High,2023-08-20,Pricing support
LNK-00645,PRJ-027,RFI-01030,CO-00347,Related Scope,Medium,2022-07-04,Design clarification led to scope change
LNK-00646,PRJ-036,RFI-01340,CO-00455,Supporting Documentation,Medium,2025-10-23,Field condition documented by RFI
LNK-00647,PRJ-071,RFI-02567,CO-00872,Direct Cause,Medium,2023-12-01,Pricing support
LNK-00648,PRJ-052,RFI-01948,CO-00667,Supporting Documentation,Medium,2024-09-05,Design clarification led to scope change
LNK-00649,PRJ-056,RFI-02099,CO-00708,Direct Cause,Medium,2023-07-08,Related coordination issue
LNK-00650,PRJ-035,RFI-01292,CO-00446,Supporting Documentation,Low,2024-09-02,Field condition documented by RFI
LNK-00651,PRJ-071,RFI-02566,CO-00873,Supporting Documentation,Medium,2023-10-05,Related coordination issue
LNK-00652,PRJ-008,RFI-00304,CO-00095,Direct Cause,Medium,2023-08-04,Field condition documented by RFI
LNK-00653,PRJ-082,RFI-03079,CO-01025,Direct Cause,Medium,2025-01-21,Field condition documented by RFI
LNK-00654,PRJ-020,RFI-00768,CO-00255,Related Scope,Low,2024-12-26,Pricing support
LNK-00655,PRJ-023,RFI-00877,CO-00302,Related Scope,Medium,2024-08-10,Pricing support
LNK-00656,PRJ-084,RFI-03116,CO-01039,Direct Cause,High,2025-09-14,Design clarification led to scope change
LNK-00657,PRJ-080,RFI-02981,CO-00987,Related Scope,Medium,2022-08-07,Field condition documented by RFI
LNK-00658,PRJ-052,RFI-01961,CO-00668,Direct Cause,Medium,2025-08-03,Pricing support
LNK-00659,PRJ-043,RFI-01594,CO-00549,Supporting Documentation,Medium,2024-11-11,Design clarification led to scope change
LNK-00660,PRJ-041,RFI-01559,CO-00512,Supporting Documentation,Medium,2023-01-29,Design clarification led to scope change
LNK-00661,PRJ-003,RFI-00102,CO-00032,Supporting Documentation,Medium,2023-10-19,Related coordination issue
LNK-00662,PRJ-002,RFI-00076,CO-00029,Direct Cause,Low,2023-04-21,Related coordination issue
LNK-00663,PRJ-087,RFI-03207,CO-01076,Supporting Documentation,Medium,2025-08-27,Field condition documented by RFI
LNK-00664,PRJ-027,RFI-01005,CO-00352,Supporting Documentation,Medium,2022-02-16,Related coordination issue
LNK-00665,PRJ-044,RFI-01641,CO-00556,Related Scope,Medium,2025-04-25,Design clarification led to scope change
LNK-00666,PRJ-050,RFI-01874,CO-00639,Direct Cause,High,2025-05-18,Design clarification led to scope change
LNK-00667,PRJ-042,RFI-01580,CO-00523,Supporting Documentation,Medium,2023-10-19,Design clarification led to scope change
LNK-00668,PRJ-023,RFI-00888,CO-00299,Related Scope,Medium,2024-10-23,Schedule support
LNK-00669,PRJ-089,RFI-03268,CO-01096,Direct Cause,Medium,2024-11-23,Field condition documented by RFI
LNK-00670,PRJ-076,RFI-02782,CO-00947,Supporting Documentation,High,2022-08-25,Design clarification led to scope change
LNK-00671,PRJ-089,RFI-03268,CO-01094,Related Scope,High,2024-12-04,Schedule support
LNK-00672,PRJ-051,RFI-01907,CO-00642,Potential Relationship,High,2023-04-27,Design clarification led to scope change
LNK-00673,PRJ-001,RFI-00013,CO-00014,Direct Cause,High,2024-12-03,Pricing support
LNK-00674,PRJ-083,RFI-03101,CO-01034,Direct Cause,High,2023-04-17,Design clarification led to scope change
LNK-00675,PRJ-072,RFI-02639,CO-00880,Supporting Documentation,Medium,2023-10-28,Field condition documented by RFI
LNK-00676,PRJ-008,RFI-00267,CO-00103,Direct Cause,High,2022-12-19,Related coordination issue
LNK-00677,PRJ-007,RFI-00248,CO-00076,Supporting Documentation,Medium,2025-04-01,Design clarification led to scope change
LNK-00678,PRJ-048,RFI-01782,CO-00612,Direct Cause,Low,2023-06-13,Field condition documented by RFI
LNK-00679,PRJ-003,RFI-00102,CO-00036,Related Scope,High,2023-05-31,Pricing support
LNK-00680,PRJ-079,RFI-02927,CO-00977,Related Scope,Medium,2024-02-11,Pricing support
LNK-00111,PRJ-019,RFI-00706,CO-00247,Supporting Documentation,Medium,2023-10-27,Related coordination issue
LNK-00119,PRJ-020,RFI-00759,CO-00261,Supporting Documentation,High,2024-10-15,Schedule support
LNK-00055,PRJ-009,RFI-00322,CO-00109,Direct Cause,Medium,2023-09-14,Field condition documented by RFI
