Event_ID,Project_ID,Item_Type,Item_ID,Event_Sequence,Event_Timestamp,From_Status,To_Status,Action_By_Role,Assigned_To_Role,Event_Action,Revision_Number,Decision_Required_Flag,Comment_Category
EVT-006547,PRJ-079,RFI,RFI-02929,1,2022-11-10T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006548,PRJ-079,RFI,RFI-02929,2,2022-11-13T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006549,PRJ-079,RFI,RFI-02930,1,2023-11-21T08:00,,Submitted,Construction Manager,Owner Representative,Submit,0,Yes,Initial submission
EVT-006550,PRJ-079,RFI,RFI-02930,2,2023-12-08T15:00,Submitted,Answered,Owner Representative,Construction Manager,Respond,0,No,Final response
EVT-006551,PRJ-079,RFI,RFI-02931,1,2022-10-28T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006552,PRJ-079,RFI,RFI-02931,2,2022-11-11T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006553,PRJ-079,RFI,RFI-02931,3,2022-11-16T15:00,Returned for Clarification,Answered,Engineer,Subcontractor,Respond,1,No,Final response
EVT-006554,PRJ-079,RFI,RFI-02932,1,2023-04-07T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006555,PRJ-079,RFI,RFI-02932,2,2023-04-29T15:00,Submitted,Answered,Owner Representative,Subcontractor,Respond,0,No,Final response
EVT-006556,PRJ-079,RFI,RFI-02933,1,2023-11-18T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006557,PRJ-079,RFI,RFI-02933,2,2023-11-24T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006558,PRJ-079,RFI,RFI-02934,1,2022-06-06T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006559,PRJ-079,RFI,RFI-02934,2,2022-06-15T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006560,PRJ-079,RFI,RFI-02934,3,2022-06-20T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-006561,PRJ-079,RFI,RFI-02935,1,2022-09-29T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006562,PRJ-079,RFI,RFI-02935,2,2022-10-07T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-006563,PRJ-079,RFI,RFI-02936,1,2022-01-29T08:00,,Submitted,Subcontractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-006564,PRJ-079,RFI,RFI-02936,2,2022-02-07T11:00,Submitted,Awaiting Owner,Design Manager,Construction Manager,Assign or escalate,0,Yes,Current open status
EVT-006565,PRJ-079,RFI,RFI-02937,1,2023-04-26T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006566,PRJ-079,RFI,RFI-02937,2,2023-05-01T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006567,PRJ-079,RFI,RFI-02938,1,2022-05-17T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006568,PRJ-079,RFI,RFI-02938,2,2022-05-22T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006569,PRJ-079,RFI,RFI-02939,1,2022-07-31T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006570,PRJ-079,RFI,RFI-02939,2,2022-08-13T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006571,PRJ-079,RFI,RFI-02940,1,2022-06-17T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006572,PRJ-079,RFI,RFI-02940,2,2022-06-29T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-006573,PRJ-079,RFI,RFI-02941,1,2022-05-06T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006574,PRJ-079,RFI,RFI-02941,2,2022-05-19T15:00,Submitted,Answered,Engineer,Construction Manager,Respond,0,No,Final response
EVT-006575,PRJ-079,RFI,RFI-02942,1,2022-05-21T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006576,PRJ-079,RFI,RFI-02942,2,2022-06-07T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006577,PRJ-079,RFI,RFI-02943,1,2022-12-27T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006578,PRJ-079,RFI,RFI-02943,2,2023-01-14T15:00,Submitted,Answered,Owner Representative,Subcontractor,Respond,0,No,Final response
EVT-006579,PRJ-079,RFI,RFI-02944,1,2023-11-22T08:00,,Submitted,Construction Manager,Owner Representative,Submit,0,Yes,Initial submission
EVT-006580,PRJ-079,RFI,RFI-02944,2,2023-12-02T15:00,Submitted,Closed,Owner Representative,Construction Manager,Respond and close,0,No,Final response
EVT-006581,PRJ-079,RFI,RFI-02945,1,2022-07-18T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006582,PRJ-079,RFI,RFI-02945,2,2022-07-23T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006583,PRJ-079,RFI,RFI-02946,1,2022-02-25T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006584,PRJ-079,RFI,RFI-02946,2,2022-03-16T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006585,PRJ-079,RFI,RFI-02946,3,2022-03-22T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-006586,PRJ-079,RFI,RFI-02947,1,2023-02-06T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006587,PRJ-079,RFI,RFI-02947,2,2023-02-13T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006588,PRJ-079,RFI,RFI-02947,3,2023-02-18T11:00,Submitted,Awaiting Designer,Design Manager,Engineer,Assign or escalate,1,Yes,Current open status
EVT-006589,PRJ-079,RFI,RFI-02948,1,2024-03-18T08:00,,Submitted,Construction Manager,Owner Representative,Submit,0,Yes,Initial submission
EVT-006590,PRJ-079,RFI,RFI-02948,2,2024-03-26T15:00,Submitted,Answered,Owner Representative,Construction Manager,Respond,0,No,Final response
EVT-006591,PRJ-079,RFI,RFI-02949,1,2023-05-03T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006592,PRJ-079,RFI,RFI-02949,2,2023-05-08T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006593,PRJ-079,RFI,RFI-02949,3,2023-05-14T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-006594,PRJ-079,RFI,RFI-02950,1,2022-01-22T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006595,PRJ-079,RFI,RFI-02950,2,2022-02-02T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006596,PRJ-079,RFI,RFI-02951,1,2023-04-19T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006597,PRJ-079,RFI,RFI-02951,2,2023-04-24T13:00,Submitted,Returned for Clarification,Owner Representative,General Contractor,Return,1,Yes,Insufficient information
EVT-006598,PRJ-079,RFI,RFI-02951,3,2023-04-30T15:00,Returned for Clarification,Closed,Owner Representative,General Contractor,Respond and close,1,No,Final response
EVT-006599,PRJ-079,RFI,RFI-02952,1,2023-10-12T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006600,PRJ-079,RFI,RFI-02952,2,2023-10-15T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-006601,PRJ-079,RFI,RFI-02953,1,2024-01-15T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006602,PRJ-079,RFI,RFI-02953,2,2024-01-29T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006603,PRJ-079,RFI,RFI-02954,1,2022-09-11T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006604,PRJ-079,RFI,RFI-02954,2,2022-09-20T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006605,PRJ-079,RFI,RFI-02955,1,2023-06-16T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006606,PRJ-079,RFI,RFI-02955,2,2023-06-25T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006607,PRJ-079,RFI,RFI-02956,1,2024-02-03T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006608,PRJ-079,RFI,RFI-02956,2,2024-02-16T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006609,PRJ-079,RFI,RFI-02957,1,2024-01-29T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006610,PRJ-079,RFI,RFI-02957,2,2024-02-07T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006611,PRJ-079,RFI,RFI-02958,1,2022-11-09T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006612,PRJ-079,RFI,RFI-02958,2,2022-11-18T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006613,PRJ-079,RFI,RFI-02959,1,2023-01-09T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006614,PRJ-079,RFI,RFI-02959,2,2023-01-21T13:00,Submitted,Returned for Clarification,Design Manager,General Contractor,Return,1,Yes,Insufficient information
EVT-006615,PRJ-079,RFI,RFI-02959,3,2023-01-26T15:00,Returned for Clarification,Answered,Design Manager,General Contractor,Respond,1,No,Final response
EVT-006616,PRJ-079,RFI,RFI-02960,1,2023-08-26T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006617,PRJ-079,RFI,RFI-02960,2,2023-09-03T13:00,Submitted,Returned for Clarification,Design Manager,General Contractor,Return,1,Yes,Insufficient information
EVT-006618,PRJ-079,RFI,RFI-02960,3,2023-09-10T15:00,Returned for Clarification,Answered,Design Manager,General Contractor,Respond,1,No,Final response
EVT-006619,PRJ-079,RFI,RFI-02961,1,2022-10-04T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006620,PRJ-079,RFI,RFI-02961,2,2022-10-10T15:00,Submitted,Answered,Owner Representative,General Contractor,Respond,0,No,Final response
EVT-006621,PRJ-079,RFI,RFI-02962,1,2022-07-20T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006622,PRJ-079,RFI,RFI-02962,2,2022-07-23T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-006623,PRJ-079,RFI,RFI-02963,1,2022-10-19T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-006624,PRJ-079,RFI,RFI-02963,2,2022-10-27T15:00,Submitted,Closed,Construction Manager,General Contractor,Respond and close,0,No,Final response
EVT-006625,PRJ-079,RFI,RFI-02964,1,2023-02-13T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006626,PRJ-079,RFI,RFI-02964,2,2023-02-17T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006627,PRJ-079,RFI,RFI-02965,1,2022-04-16T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006628,PRJ-079,RFI,RFI-02965,2,2022-04-20T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006629,PRJ-079,RFI,RFI-02966,1,2023-04-25T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006630,PRJ-079,RFI,RFI-02966,2,2023-05-08T11:00,Submitted,Open,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-006631,PRJ-079,RFI,RFI-02967,1,2023-12-31T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-006632,PRJ-079,RFI,RFI-02967,2,2024-01-07T13:00,Submitted,Returned for Clarification,Construction Manager,General Contractor,Return,1,Yes,Insufficient information
EVT-006633,PRJ-079,RFI,RFI-02967,3,2024-01-14T15:00,Returned for Clarification,Closed,Construction Manager,General Contractor,Respond and close,1,No,Final response
EVT-006634,PRJ-079,RFI,RFI-02968,1,2023-06-13T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006635,PRJ-079,RFI,RFI-02968,2,2023-06-23T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006636,PRJ-079,RFI,RFI-02969,1,2023-12-24T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006637,PRJ-079,RFI,RFI-02969,2,2023-12-31T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006638,PRJ-080,RFI,RFI-02970,1,2022-07-03T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-006639,PRJ-080,RFI,RFI-02970,2,2022-07-09T15:00,Submitted,Closed,Construction Manager,General Contractor,Respond and close,0,No,Final response
EVT-006640,PRJ-080,RFI,RFI-02971,1,2022-11-02T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006641,PRJ-080,RFI,RFI-02971,2,2022-11-10T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006642,PRJ-080,RFI,RFI-02972,1,2022-05-29T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006643,PRJ-080,RFI,RFI-02972,2,2022-06-04T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-006644,PRJ-080,RFI,RFI-02973,1,2022-08-16T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006645,PRJ-080,RFI,RFI-02973,2,2022-08-26T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006646,PRJ-080,RFI,RFI-02974,1,2022-02-23T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006647,PRJ-080,RFI,RFI-02974,2,2022-03-04T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-006648,PRJ-080,RFI,RFI-02975,1,2022-02-07T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006649,PRJ-080,RFI,RFI-02975,2,2022-02-16T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006650,PRJ-080,RFI,RFI-02976,1,2022-08-10T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006651,PRJ-080,RFI,RFI-02976,2,2022-08-28T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-006652,PRJ-080,RFI,RFI-02977,1,2022-07-18T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006653,PRJ-080,RFI,RFI-02977,2,2022-07-25T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006654,PRJ-080,RFI,RFI-02977,3,2022-07-30T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-006655,PRJ-080,RFI,RFI-02978,1,2022-06-13T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006656,PRJ-080,RFI,RFI-02978,2,2022-06-19T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
EVT-006657,PRJ-080,RFI,RFI-02978,3,2022-06-23T15:00,Returned for Clarification,Closed,Engineer,Construction Manager,Respond and close,1,No,Final response
EVT-006658,PRJ-080,RFI,RFI-02979,1,2022-06-16T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006659,PRJ-080,RFI,RFI-02979,2,2022-06-23T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-006660,PRJ-080,RFI,RFI-02980,1,2022-02-16T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006661,PRJ-080,RFI,RFI-02980,2,2022-02-28T11:00,Submitted,Awaiting Owner,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-006662,PRJ-080,RFI,RFI-02981,1,2022-08-07T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006663,PRJ-080,RFI,RFI-02981,2,2022-08-14T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006664,PRJ-080,RFI,RFI-02982,1,2022-02-08T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006665,PRJ-080,RFI,RFI-02982,2,2022-02-11T15:00,Submitted,Closed,Design Manager,Subcontractor,Respond and close,0,No,Final response
EVT-006666,PRJ-080,RFI,RFI-02983,1,2022-05-12T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006667,PRJ-080,RFI,RFI-02983,2,2022-05-18T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-006668,PRJ-080,RFI,RFI-02984,1,2022-01-03T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006669,PRJ-080,RFI,RFI-02984,2,2022-01-06T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006670,PRJ-080,RFI,RFI-02984,3,2022-01-13T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-006671,PRJ-080,RFI,RFI-02985,1,2022-04-01T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006672,PRJ-080,RFI,RFI-02985,2,2022-04-07T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006673,PRJ-080,RFI,RFI-02986,1,2022-08-12T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006674,PRJ-080,RFI,RFI-02986,2,2022-08-21T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006675,PRJ-080,RFI,RFI-02987,1,2022-08-10T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006676,PRJ-080,RFI,RFI-02987,2,2022-08-16T15:00,Submitted,Answered,Engineer,Construction Manager,Respond,0,No,Final response
EVT-006677,PRJ-080,RFI,RFI-02988,1,2022-05-13T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006678,PRJ-080,RFI,RFI-02988,2,2022-05-21T15:00,Submitted,Answered,Owner Representative,Subcontractor,Respond,0,No,Final response
EVT-006679,PRJ-080,RFI,RFI-02989,1,2022-11-20T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006680,PRJ-080,RFI,RFI-02989,2,2022-12-12T13:00,Submitted,Returned for Clarification,Owner Representative,General Contractor,Return,1,Yes,Insufficient information
EVT-006681,PRJ-080,RFI,RFI-02989,3,2022-12-16T15:00,Returned for Clarification,Closed,Owner Representative,General Contractor,Respond and close,1,No,Final response
EVT-006682,PRJ-080,RFI,RFI-02990,1,2022-02-21T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006683,PRJ-080,RFI,RFI-02990,2,2022-02-27T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006684,PRJ-080,RFI,RFI-02991,1,2022-05-02T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006685,PRJ-080,RFI,RFI-02991,2,2022-05-13T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006686,PRJ-080,RFI,RFI-02992,1,2022-07-25T08:00,,Submitted,Construction Manager,Design Manager,Submit,0,Yes,Initial submission
EVT-006687,PRJ-080,RFI,RFI-02992,2,2022-07-27T15:00,Submitted,Closed,Design Manager,Construction Manager,Respond and close,0,No,Final response
EVT-006688,PRJ-080,RFI,RFI-02993,1,2022-03-30T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006689,PRJ-080,RFI,RFI-02993,2,2022-04-07T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006690,PRJ-080,RFI,RFI-02994,1,2022-01-19T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006691,PRJ-080,RFI,RFI-02994,2,2022-01-31T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006692,PRJ-080,RFI,RFI-02995,1,2022-08-21T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006693,PRJ-080,RFI,RFI-02995,2,2022-08-28T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006694,PRJ-080,RFI,RFI-02996,1,2022-11-20T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006695,PRJ-080,RFI,RFI-02996,2,2022-11-30T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006696,PRJ-080,RFI,RFI-02997,1,2022-08-27T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-006697,PRJ-080,RFI,RFI-02997,2,2022-09-12T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-006698,PRJ-080,RFI,RFI-02998,1,2022-02-01T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006699,PRJ-080,RFI,RFI-02998,2,2022-02-08T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-006700,PRJ-080,RFI,RFI-02999,1,2022-09-19T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006701,PRJ-080,RFI,RFI-02999,2,2022-09-26T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006702,PRJ-081,RFI,RFI-03000,1,2024-01-21T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006703,PRJ-081,RFI,RFI-03000,2,2024-01-25T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006704,PRJ-081,RFI,RFI-03001,1,2024-11-02T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006705,PRJ-081,RFI,RFI-03001,2,2024-11-22T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006706,PRJ-081,RFI,RFI-03002,1,2024-01-29T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006707,PRJ-081,RFI,RFI-03002,2,2024-02-11T13:00,Submitted,Returned for Clarification,Design Manager,Subcontractor,Return,1,Yes,Insufficient information
EVT-006708,PRJ-081,RFI,RFI-03002,3,2024-02-15T15:00,Returned for Clarification,Closed,Design Manager,Subcontractor,Respond and close,1,No,Final response
EVT-006709,PRJ-081,RFI,RFI-03003,1,2025-12-14T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006710,PRJ-081,RFI,RFI-03003,2,2025-12-24T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006711,PRJ-081,RFI,RFI-03004,1,2025-07-01T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006712,PRJ-081,RFI,RFI-03004,2,2025-07-08T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006713,PRJ-081,RFI,RFI-03005,1,2024-10-26T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006714,PRJ-081,RFI,RFI-03005,2,2024-11-01T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006715,PRJ-081,RFI,RFI-03006,1,2024-06-09T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006716,PRJ-081,RFI,RFI-03006,2,2024-06-14T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006717,PRJ-081,RFI,RFI-03007,1,2024-08-18T08:00,,Submitted,Construction Manager,Architect,Submit,0,Yes,Initial submission
EVT-006718,PRJ-081,RFI,RFI-03007,2,2024-09-03T15:00,Submitted,Closed,Architect,Construction Manager,Respond and close,0,No,Final response
EVT-006719,PRJ-081,RFI,RFI-03008,1,2025-11-24T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006720,PRJ-081,RFI,RFI-03008,2,2025-12-08T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006721,PRJ-081,RFI,RFI-03009,1,2024-07-03T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006722,PRJ-081,RFI,RFI-03009,2,2024-07-08T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006723,PRJ-081,RFI,RFI-03010,1,2025-12-14T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006724,PRJ-081,RFI,RFI-03010,2,2025-12-19T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006725,PRJ-081,RFI,RFI-03010,3,2025-12-28T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-006726,PRJ-081,RFI,RFI-03011,1,2023-11-15T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006727,PRJ-081,RFI,RFI-03011,2,2023-11-27T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006728,PRJ-081,RFI,RFI-03012,1,2024-09-18T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006729,PRJ-081,RFI,RFI-03012,2,2024-10-10T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006730,PRJ-081,RFI,RFI-03013,1,2024-07-18T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006731,PRJ-081,RFI,RFI-03013,2,2024-08-10T13:00,Submitted,Returned for Clarification,Design Manager,General Contractor,Return,1,Yes,Insufficient information
EVT-006732,PRJ-081,RFI,RFI-03013,3,2024-08-13T15:00,Returned for Clarification,Closed,Design Manager,General Contractor,Respond and close,1,No,Final response
EVT-006733,PRJ-081,RFI,RFI-03014,1,2025-12-05T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006734,PRJ-081,RFI,RFI-03014,2,2025-12-09T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
